scenarioId,fixtureVersion,profile,contractVersion,mapVersion,initialSnapshotHash,repetition,candidateRank,actionSequence,salientEnemyId,salientTargetProgress,killCount,damageDealt,initialEnemyCount,finalAliveEnemyCount,terminalNearestEnemyDistance,terminalNearbyEnemyCount,terminalHeightDelta,terminalActionable,executionDifficulty,expectedHits,durationTicks,safetyScore,killScore,difficultyScore,totalScore,elapsedMs,worldHashAfterReplay,replayValid
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,5,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,6.215,1,180,3499998.000,875.600,0.000,3500873.000,185.286,A0CA6604C4776456,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,5,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,7.922,1,180,3499998.000,875.600,0.000,3500873.000,185.286,B3AA95B991B533C7,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,5,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,7.668,1,180,3499998.000,875.600,0.000,3500873.000,185.286,233E281119EBE4C4,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,6,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,6.215,1,180,3499998.000,875.600,0.000,3500873.000,178.075,A0CA6604C4776456,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,6,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,7.922,1,180,3499998.000,875.600,0.000,3500873.000,178.075,B3AA95B991B533C7,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,6,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,7.668,1,180,3499998.000,875.600,0.000,3500873.000,178.075,233E281119EBE4C4,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,7,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,6.215,1,180,3499998.000,875.600,0.000,3500873.000,169.668,A0CA6604C4776456,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,7,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,7.922,1,180,3499998.000,875.600,0.000,3500873.000,169.668,B3AA95B991B533C7,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,7,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,7.668,1,180,3499998.000,875.600,0.000,3500873.000,169.668,233E281119EBE4C4,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,8,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,6.215,1,180,3499998.000,875.600,0.000,3500873.000,176.944,A0CA6604C4776456,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,8,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,7.922,1,180,3499998.000,875.600,0.000,3500873.000,176.944,B3AA95B991B533C7,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,8,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,7.668,1,180,3499998.000,875.600,0.000,3500873.000,176.944,233E281119EBE4C4,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,9,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,6.215,1,180,3499998.000,875.600,0.000,3500873.000,168.209,A0CA6604C4776456,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,9,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,7.922,1,180,3499998.000,875.600,0.000,3500873.000,168.209,B3AA95B991B533C7,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,9,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,7.668,1,180,3499998.000,875.600,0.000,3500873.000,168.209,233E281119EBE4C4,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,10,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,6.215,1,180,3499998.000,875.600,0.000,3500873.000,166.077,A0CA6604C4776456,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,10,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,7.922,1,180,3499998.000,875.600,0.000,3500873.000,166.077,B3AA95B991B533C7,True
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,10,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,7.668,1,180,3499998.000,875.600,0.000,3500873.000,166.077,233E281119EBE4C4,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,1,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,9.355,3,180,3499967.000,893.200,0.000,3500860.000,269.720,EE9534D8EAD61921,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,1,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.087,3,180,3499967.000,893.200,0.000,3500860.000,269.720,84AF7D16C319FC53,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,1,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,10.805,3,180,3499949.000,893.200,0.000,3500843.000,269.720,FB646DB73DF7B674,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,2,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,9.355,3,180,3499967.000,893.200,0.000,3500860.000,269.329,EE9534D8EAD61921,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,2,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.087,3,180,3499967.000,893.200,0.000,3500860.000,269.329,84AF7D16C319FC53,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,2,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,10.805,3,180,3499949.000,893.200,0.000,3500843.000,269.329,FB646DB73DF7B674,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,3,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,9.355,3,180,3499967.000,893.200,0.000,3500860.000,272.050,EE9534D8EAD61921,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,3,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.087,3,180,3499967.000,893.200,0.000,3500860.000,272.050,84AF7D16C319FC53,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,3,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,10.805,3,180,3499949.000,893.200,0.000,3500843.000,272.050,FB646DB73DF7B674,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,4,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,9.355,3,180,3499967.000,893.200,0.000,3500860.000,275.463,EE9534D8EAD61921,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,4,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.087,3,180,3499967.000,893.200,0.000,3500860.000,275.463,84AF7D16C319FC53,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,4,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,10.805,3,180,3499949.000,893.200,0.000,3500843.000,275.463,FB646DB73DF7B674,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,5,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,9.355,3,180,3499967.000,893.200,0.000,3500860.000,273.518,EE9534D8EAD61921,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,5,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.087,3,180,3499967.000,893.200,0.000,3500860.000,273.518,84AF7D16C319FC53,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,5,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,10.805,3,180,3499949.000,893.200,0.000,3500843.000,273.518,FB646DB73DF7B674,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,6,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,9.355,3,180,3499967.000,893.200,0.000,3500860.000,275.398,EE9534D8EAD61921,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,6,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.087,3,180,3499967.000,893.200,0.000,3500860.000,275.398,84AF7D16C319FC53,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,6,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,10.805,3,180,3499949.000,893.200,0.000,3500843.000,275.398,FB646DB73DF7B674,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,7,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,9.355,3,180,3499967.000,893.200,0.000,3500860.000,278.188,EE9534D8EAD61921,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,7,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.087,3,180,3499967.000,893.200,0.000,3500860.000,278.188,84AF7D16C319FC53,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,7,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,10.805,3,180,3499949.000,893.200,0.000,3500843.000,278.188,FB646DB73DF7B674,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,8,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,9.355,3,180,3499967.000,893.200,0.000,3500860.000,275.434,EE9534D8EAD61921,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,8,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.087,3,180,3499967.000,893.200,0.000,3500860.000,275.434,84AF7D16C319FC53,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,8,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,10.805,3,180,3499949.000,893.200,0.000,3500843.000,275.434,FB646DB73DF7B674,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,9,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,9.355,3,180,3499967.000,893.200,0.000,3500860.000,276.293,EE9534D8EAD61921,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,9,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.087,3,180,3499967.000,893.200,0.000,3500860.000,276.293,84AF7D16C319FC53,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,9,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,10.805,3,180,3499949.000,893.200,0.000,3500843.000,276.293,FB646DB73DF7B674,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,10,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,9.355,3,180,3499967.000,893.200,0.000,3500860.000,277.430,EE9534D8EAD61921,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,10,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.087,3,180,3499967.000,893.200,0.000,3500860.000,277.430,84AF7D16C319FC53,True
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,10,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,10.805,3,180,3499949.000,893.200,0.000,3500843.000,277.430,FB646DB73DF7B674,True
