scenarioId,profile,contractVersion,mapVersion,initialSnapshotHash,repetition,candidateRank,actionSequence,salientEnemyId,salientTargetProgress,killCount,damageDealt,terminalNearestEnemyDistance,terminalNearbyEnemyCount,terminalHeightDelta,terminalActionable,executionDifficulty,expectedHits,durationTicks,safetyScore,killScore,difficultyScore,totalScore,elapsedMs,worldHashAfterReplay,replayValid
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,6,2,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.573,D78349EC8404383E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,6,3,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.573,8F12A401DC1878AB,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,7,1,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.038,FA911828588E314E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,7,2,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.038,D78349EC8404383E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,7,3,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.038,8F12A401DC1878AB,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,8,1,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.841,FA911828588E314E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,8,2,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.841,D78349EC8404383E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,8,3,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.841,8F12A401DC1878AB,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,9,1,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.145,FA911828588E314E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,9,2,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.145,D78349EC8404383E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,9,3,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.145,8F12A401DC1878AB,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,10,1,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.089,FA911828588E314E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,10,2,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.089,D78349EC8404383E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,10,3,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.089,8F12A401DC1878AB,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,1,1,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,21.466,7D09DFF8B68C389B,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,1,2,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,21.466,09F083B95991D4E1,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,1,3,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,21.466,E5FF5B4094FFF7E8,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,2,1,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,20.593,7D09DFF8B68C389B,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,2,2,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,20.593,09F083B95991D4E1,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,2,3,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,20.593,E5FF5B4094FFF7E8,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,3,1,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,23.811,7D09DFF8B68C389B,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,3,2,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,23.811,09F083B95991D4E1,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,3,3,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,23.811,E5FF5B4094FFF7E8,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,4,1,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,20.737,7D09DFF8B68C389B,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,4,2,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,20.737,09F083B95991D4E1,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,4,3,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,20.737,E5FF5B4094FFF7E8,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,5,1,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,21.240,7D09DFF8B68C389B,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,5,2,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,21.240,09F083B95991D4E1,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,5,3,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,21.240,E5FF5B4094FFF7E8,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,6,1,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,18.121,7D09DFF8B68C389B,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,6,2,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,18.121,09F083B95991D4E1,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,6,3,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,18.121,E5FF5B4094FFF7E8,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,7,1,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,17.302,7D09DFF8B68C389B,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,7,2,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,17.302,09F083B95991D4E1,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,7,3,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,17.302,E5FF5B4094FFF7E8,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,8,1,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,16.931,7D09DFF8B68C389B,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,8,2,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,16.931,09F083B95991D4E1,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,8,3,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,16.931,E5FF5B4094FFF7E8,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,9,1,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,17.267,7D09DFF8B68C389B,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,9,2,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,17.267,09F083B95991D4E1,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,9,3,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,17.267,E5FF5B4094FFF7E8,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,10,1,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,17.014,7D09DFF8B68C389B,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,10,2,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,17.014,09F083B95991D4E1,True
A4,공격형-무가중진단,1.6,1,2EAD9A479B3CE7B7,10,3,"Attack>DashBackward>Lunge(2)>DashLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",1,29.000,3,6,-1.000,0,0.000,True,6.907,1,180,3499999.000,303.600,0.000,3500302.000,17.014,E5FF5B4094FFF7E8,True
