scenarioId,fixtureVersion,profile,contractVersion,mapVersion,initialSnapshotHash,repetition,candidateRank,actionSequence,salientEnemyId,salientTargetProgress,killCount,damageDealt,initialEnemyCount,finalAliveEnemyCount,terminalNearestEnemyDistance,terminalNearbyEnemyCount,terminalHeightDelta,terminalActionable,terminalPositionQuality,executionDifficulty,expectedHits,durationTicks,safetyScore,killScore,difficultyScore,totalScore,elapsedMs,worldHashAfterReplay,replayValid,auditRank,auditRecommended,auditDiffersFromBeamWinner,auditReason
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,2,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,9.919,7.668,1,180,3499998.000,875.600,0.000,3500873.000,235.816,233E281119EBE4C4,True,3,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,3,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,10.327,6.215,1,180,3499998.000,875.600,0.000,3500873.000,231.590,A0CA6604C4776456,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,3,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,9.961,7.922,1,180,3499998.000,875.600,0.000,3500873.000,231.590,B3AA95B991B533C7,True,2,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,3,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,9.919,7.668,1,180,3499998.000,875.600,0.000,3500873.000,231.590,233E281119EBE4C4,True,3,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,4,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,10.327,6.215,1,180,3499998.000,875.600,0.000,3500873.000,237.024,A0CA6604C4776456,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,4,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,9.961,7.922,1,180,3499998.000,875.600,0.000,3500873.000,237.024,B3AA95B991B533C7,True,2,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,4,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,9.919,7.668,1,180,3499998.000,875.600,0.000,3500873.000,237.024,233E281119EBE4C4,True,3,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,5,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,10.327,6.215,1,180,3499998.000,875.600,0.000,3500873.000,237.281,A0CA6604C4776456,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,5,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,9.961,7.922,1,180,3499998.000,875.600,0.000,3500873.000,237.281,B3AA95B991B533C7,True,2,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,5,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,9.919,7.668,1,180,3499998.000,875.600,0.000,3500873.000,237.281,233E281119EBE4C4,True,3,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,6,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,10.327,6.215,1,180,3499998.000,875.600,0.000,3500873.000,236.393,A0CA6604C4776456,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,6,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,9.961,7.922,1,180,3499998.000,875.600,0.000,3500873.000,236.393,B3AA95B991B533C7,True,2,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,6,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,9.919,7.668,1,180,3499998.000,875.600,0.000,3500873.000,236.393,233E281119EBE4C4,True,3,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,7,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,10.327,6.215,1,180,3499998.000,875.600,0.000,3500873.000,233.732,A0CA6604C4776456,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,7,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,9.961,7.922,1,180,3499998.000,875.600,0.000,3500873.000,233.732,B3AA95B991B533C7,True,2,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,7,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,9.919,7.668,1,180,3499998.000,875.600,0.000,3500873.000,233.732,233E281119EBE4C4,True,3,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,8,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,10.327,6.215,1,180,3499998.000,875.600,0.000,3500873.000,250.462,A0CA6604C4776456,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,8,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,9.961,7.922,1,180,3499998.000,875.600,0.000,3500873.000,250.462,B3AA95B991B533C7,True,2,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,8,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,9.919,7.668,1,180,3499998.000,875.600,0.000,3500873.000,250.462,233E281119EBE4C4,True,3,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,9,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,10.327,6.215,1,180,3499998.000,875.600,0.000,3500873.000,233.349,A0CA6604C4776456,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,9,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,9.961,7.922,1,180,3499998.000,875.600,0.000,3500873.000,233.349,B3AA95B991B533C7,True,2,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,9,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,9.919,7.668,1,180,3499998.000,875.600,0.000,3500873.000,233.349,233E281119EBE4C4,True,3,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,10,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,10.327,6.215,1,180,3499998.000,875.600,0.000,3500873.000,236.948,A0CA6604C4776456,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,10,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,9.961,7.922,1,180,3499998.000,875.600,0.000,3500873.000,236.948,B3AA95B991B533C7,True,2,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,10,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,9.919,7.668,1,180,3499998.000,875.600,0.000,3500873.000,236.948,233E281119EBE4C4,True,3,False,False,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,1,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,2.952,9.355,3,180,3499967.000,893.200,0.000,3500860.000,387.448,EE9534D8EAD61921,True,3,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,1,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.880,10.087,3,180,3499967.000,893.200,0.000,3500860.000,387.448,84AF7D16C319FC53,True,2,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,1,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,21.819,10.805,3,180,3499949.000,893.200,0.000,3500843.000,387.448,FB646DB73DF7B674,True,1,True,True,"종료 즉시 행동 가능"
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,2,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,2.952,9.355,3,180,3499967.000,893.200,0.000,3500860.000,403.899,EE9534D8EAD61921,True,3,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,2,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.880,10.087,3,180,3499967.000,893.200,0.000,3500860.000,403.899,84AF7D16C319FC53,True,2,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,2,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,21.819,10.805,3,180,3499949.000,893.200,0.000,3500843.000,403.899,FB646DB73DF7B674,True,1,True,True,"종료 즉시 행동 가능"
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,3,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,2.952,9.355,3,180,3499967.000,893.200,0.000,3500860.000,405.436,EE9534D8EAD61921,True,3,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,3,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.880,10.087,3,180,3499967.000,893.200,0.000,3500860.000,405.436,84AF7D16C319FC53,True,2,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,3,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,21.819,10.805,3,180,3499949.000,893.200,0.000,3500843.000,405.436,FB646DB73DF7B674,True,1,True,True,"종료 즉시 행동 가능"
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,4,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,2.952,9.355,3,180,3499967.000,893.200,0.000,3500860.000,407.692,EE9534D8EAD61921,True,3,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,4,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.880,10.087,3,180,3499967.000,893.200,0.000,3500860.000,407.692,84AF7D16C319FC53,True,2,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,4,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,21.819,10.805,3,180,3499949.000,893.200,0.000,3500843.000,407.692,FB646DB73DF7B674,True,1,True,True,"종료 즉시 행동 가능"
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,5,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,2.952,9.355,3,180,3499967.000,893.200,0.000,3500860.000,385.370,EE9534D8EAD61921,True,3,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,5,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.880,10.087,3,180,3499967.000,893.200,0.000,3500860.000,385.370,84AF7D16C319FC53,True,2,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,5,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,21.819,10.805,3,180,3499949.000,893.200,0.000,3500843.000,385.370,FB646DB73DF7B674,True,1,True,True,"종료 즉시 행동 가능"
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,6,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,2.952,9.355,3,180,3499967.000,893.200,0.000,3500860.000,390.178,EE9534D8EAD61921,True,3,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,6,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.880,10.087,3,180,3499967.000,893.200,0.000,3500860.000,390.178,84AF7D16C319FC53,True,2,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,6,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,21.819,10.805,3,180,3499949.000,893.200,0.000,3500843.000,390.178,FB646DB73DF7B674,True,1,True,True,"종료 즉시 행동 가능"
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,7,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,2.952,9.355,3,180,3499967.000,893.200,0.000,3500860.000,424.611,EE9534D8EAD61921,True,3,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,7,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.880,10.087,3,180,3499967.000,893.200,0.000,3500860.000,424.611,84AF7D16C319FC53,True,2,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,7,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,21.819,10.805,3,180,3499949.000,893.200,0.000,3500843.000,424.611,FB646DB73DF7B674,True,1,True,True,"종료 즉시 행동 가능"
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,8,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,2.952,9.355,3,180,3499967.000,893.200,0.000,3500860.000,417.159,EE9534D8EAD61921,True,3,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,8,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.880,10.087,3,180,3499967.000,893.200,0.000,3500860.000,417.159,84AF7D16C319FC53,True,2,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,8,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,21.819,10.805,3,180,3499949.000,893.200,0.000,3500843.000,417.159,FB646DB73DF7B674,True,1,True,True,"종료 즉시 행동 가능"
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,9,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,2.952,9.355,3,180,3499967.000,893.200,0.000,3500860.000,438.957,EE9534D8EAD61921,True,3,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,9,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.880,10.087,3,180,3499967.000,893.200,0.000,3500860.000,438.957,84AF7D16C319FC53,True,2,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,9,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,21.819,10.805,3,180,3499949.000,893.200,0.000,3500843.000,438.957,FB646DB73DF7B674,True,1,True,True,"종료 즉시 행동 가능"
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,10,1,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Attack",1,29.000,9,17,18,9,3.476,3,0.000,False,2.952,9.355,3,180,3499967.000,893.200,0.000,3500860.000,419.328,EE9534D8EAD61921,True,3,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,10,2,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>MoveLeft>Lunge(10)",1,29.000,9,17,18,9,3.440,3,0.000,True,10.880,10.087,3,180,3499967.000,893.200,0.000,3500860.000,419.328,84AF7D16C319FC53,True,2,False,True,""
A4,A-v2-complex,공격형-무가중진단,1.6,1,62F6E9F8D1F2129D,10,3,"Attack>DashForward>Attack>MoveLeft>Attack>DashForward>LungeStrike(17)>DashLeft>Lunge(9)>Attack>DashBackward>Lunge(10)",1,29.000,9,17,18,9,5.410,0,0.000,True,21.819,10.805,3,180,3499949.000,893.200,0.000,3500843.000,419.328,FB646DB73DF7B674,True,1,True,True,"종료 즉시 행동 가능"
